customer_id,age,gender,location,tenure_months,contract_type,monthly_recharge,data_usage_gb,call_minutes,num_services,num_complaints,support_calls,payment_method,paperless_billing,sentiment_score,churn
CUST04154,27,Female,Suburban,63,Two Year,46.14,1.56,13.0,1,0,0,Credit Card,0,0.964,0
CUST04155,31,Male,Rural,11,Month-to-Month,110.81,2.51,485.0,4,0,1,Bank Transfer,1,0.218,1
CUST04156,35,Male,Urban,26,Two Year,34.87,3.43,545.0,2,1,2,E-Wallet,1,0.245,0
CUST04157,68,Female,Rural,30,Month-to-Month,61.16,8.76,463.0,4,1,0,Credit Card,1,0.847,0
CUST04158,71,Female,Suburban,15,Month-to-Month,22.79,,567.0,4,0,1,Bank Transfer,0,,0
CUST04159,26,Female,Rural,17,Two Year,46.71,1.43,432.0,1,0,1,Credit Card,1,0.276,0
CUST04160,74,Female,Rural,53,Two Year,32.16,5.44,574.0,2,0,1,Credit Card,0,-0.192,0
CUST04161,56,Male,Urban,29,Month-to-Month,77.91,3.19,399.0,4,0,4,Bank Transfer,1,-0.322,0
CUST04162,45,Male,Urban,11,Month-to-Month,26.91,6.04,591.0,3,1,2,E-Wallet,0,0.3,0
CUST04163,20,Female,Urban,18,Month-to-Month,100.77,2.12,551.0,4,1,1,Credit Card,1,0.478,0
CUST04164,37,Male,Urban,8,One Year,32.14,0.39,278.0,2,1,1,Bank Transfer,1,0.465,0
CUST04165,23,Male,Suburban,9,Month-to-Month,39.03,3.85,109.0,5,0,0,Bank Transfer,0,-0.113,1
CUST04166,44,Female,Suburban,22,Month-to-Month,81.86,3.26,47.0,4,1,0,E-Wallet,1,-0.032,0
CUST04167,70,Female,Rural,11,Month-to-Month,111.96,12.28,81.0,3,1,2,E-Wallet,1,0.141,1
CUST04168,19,Male,Suburban,17,Month-to-Month,54.08,0.71,277.0,3,1,0,Credit Card,1,-0.861,0
CUST04169,46,Female,Urban,33,Month-to-Month,79.86,4.27,380.0,4,0,3,Bank Transfer,1,0.333,1
CUST04170,55,Female,Urban,35,Two Year,38.89,2.57,309.0,2,0,1,E-Wallet,0,1.0,0
CUST04171,20,Female,Urban,8,Month-to-Month,52.23,1.91,551.0,4,0,0,E-Wallet,1,0.755,0
CUST04172,33,Male,Urban,4,Month-to-Month,62.28,6.33,541.0,3,0,4,Credit Card,0,-0.864,1
CUST04173,47,Female,Suburban,21,Two Year,44.31,6.66,239.0,4,0,2,Bank Transfer,0,0.359,0
CUST04174,57,Male,Urban,58,One Year,93.51,5.02,182.0,3,1,1,E-Wallet,1,0.086,0
CUST04175,19,Male,Urban,18,Month-to-Month,85.05,0.35,183.0,5,2,1,Credit Card,0,-0.141,0
CUST04176,34,Male,Urban,33,Month-to-Month,51.71,1.69,553.0,4,0,1,Credit Card,1,0.293,1
CUST04177,58,Female,Suburban,33,One Year,10.0,0.19,465.0,1,0,1,Bank Transfer,1,0.119,0
CUST04178,29,Female,Urban,14,Month-to-Month,46.85,1.68,436.0,4,0,0,Cash,1,-0.63,1
CUST04179,52,Female,Urban,13,One Year,96.48,4.18,593.0,3,2,0,E-Wallet,1,-0.076,0
CUST04180,60,Female,Urban,12,Month-to-Month,61.88,2.93,232.0,2,0,0,Bank Transfer,1,0.551,0
CUST04181,18,Female,Rural,22,Month-to-Month,90.59,4.86,0.0,3,1,1,Credit Card,1,-0.222,1
CUST04182,72,Male,Urban,27,Month-to-Month,106.29,3.21,504.0,5,2,1,Bank Transfer,1,0.253,1
CUST04183,62,Male,Suburban,56,One Year,80.17,,361.0,2,0,1,Credit Card,0,,0
CUST04184,32,Male,Suburban,6,Two Year,93.26,2.86,282.0,1,2,2,Credit Card,1,-0.99,0
CUST04185,43,Female,Suburban,32,Month-to-Month,50.77,1.81,528.0,1,1,0,Bank Transfer,0,0.084,1
CUST04186,54,Male,Rural,8,Month-to-Month,94.08,2.37,,5,0,1,Credit Card,0,-0.023,0
CUST04187,38,Male,Urban,7,Month-to-Month,59.71,0.48,185.0,5,0,1,Credit Card,1,0.639,0
CUST04188,66,Female,Urban,17,Month-to-Month,45.83,7.2,121.0,5,0,2,E-Wallet,0,0.029,0
CUST04189,48,Female,Urban,14,Two Year,117.86,8.8,440.0,5,0,2,E-Wallet,1,0.743,0
CUST04190,42,Male,Suburban,34,Month-to-Month,64.5,5.81,473.0,4,0,3,Bank Transfer,1,-0.139,0
CUST04191,40,Male,Urban,9,Two Year,47.19,3.5,121.0,3,0,2,E-Wallet,1,0.257,0
CUST04192,41,Female,Urban,11,One Year,75.63,3.37,291.0,4,0,1,Credit Card,1,-0.544,1
CUST04193,74,Female,Suburban,31,Two Year,37.86,2.54,246.0,2,0,1,Credit Card,0,,0
CUST04194,55,Female,Suburban,7,One Year,33.61,1.05,187.0,1,2,0,Bank Transfer,0,-0.171,1
CUST04195,45,Female,Urban,34,Month-to-Month,59.75,1.94,522.0,1,1,1,Credit Card,0,0.484,0
CUST04196,38,Male,Suburban,21,Month-to-Month,29.0,18.38,283.0,2,2,2,E-Wallet,1,-0.904,0
CUST04197,71,Male,Suburban,15,Month-to-Month,53.14,0.63,556.0,1,2,2,Bank Transfer,0,-0.413,1
CUST04198,60,Female,Urban,5,Month-to-Month,32.21,3.13,123.0,5,3,2,Credit Card,1,0.031,1
CUST04199,35,Male,Urban,17,Month-to-Month,89.51,8.06,246.0,5,2,0,Bank Transfer,0,0.434,1
CUST04200,53,Male,Suburban,8,Month-to-Month,107.11,2.41,405.0,5,0,2,Credit Card,0,-0.134,1
CUST04201,52,Female,Suburban,20,Two Year,30.26,3.72,336.0,2,0,0,Credit Card,1,0.026,0
CUST04202,62,Male,Urban,5,Month-to-Month,118.29,7.04,158.0,3,0,0,Bank Transfer,1,-0.38,1
CUST04203,72,Male,Urban,71,One Year,84.01,3.17,266.0,2,0,6,Bank Transfer,1,-0.849,0
CUST04204,26,Male,Suburban,50,Two Year,71.08,5.26,291.0,3,0,2,Bank Transfer,1,0.044,0
CUST04205,70,Female,Rural,53,Two Year,26.93,1.71,589.0,1,0,2,Bank Transfer,1,-0.058,0
CUST04206,55,Female,Suburban,10,Month-to-Month,23.96,5.28,150.0,1,2,2,E-Wallet,1,0.525,1
CUST04207,47,Male,Urban,31,Month-to-Month,64.1,0.17,284.0,1,2,0,Credit Card,0,-0.061,1
CUST04208,61,Female,Urban,13,Month-to-Month,60.68,0.66,150.0,3,1,0,E-Wallet,1,-0.033,1
CUST04209,51,Female,Rural,22,Month-to-Month,57.63,4.06,123.0,1,0,1,Credit Card,1,0.512,0
CUST04210,49,Female,Urban,10,Month-to-Month,66.22,2.38,271.0,2,0,2,Credit Card,1,0.611,0
CUST04211,20,Male,Rural,48,Two Year,47.14,7.05,339.0,3,0,3,Bank Transfer,0,0.635,0
CUST04212,20,Male,Rural,35,Month-to-Month,59.4,1.67,446.0,5,1,1,Cash,0,0.104,0
CUST04213,45,Female,Urban,13,Month-to-Month,64.89,5.83,561.0,3,1,0,Credit Card,1,0.041,0
CUST04214,61,Male,Rural,13,Two Year,129.28,0.6,456.0,2,3,1,E-Wallet,1,-0.437,0
CUST04215,32,Male,Urban,34,Month-to-Month,10.0,10.65,554.0,2,0,0,E-Wallet,1,0.277,0
CUST04216,58,Male,Suburban,35,Month-to-Month,74.38,2.17,530.0,2,2,3,Bank Transfer,1,-0.562,1
CUST04217,40,Male,Urban,13,One Year,67.11,1.05,112.0,1,1,1,Credit Card,1,0.417,0
CUST04218,57,Male,Urban,4,Month-to-Month,65.51,6.23,529.0,5,1,2,Bank Transfer,0,-0.127,0
CUST04219,28,Female,Suburban,25,One Year,74.16,11.82,525.0,5,0,1,Credit Card,1,-0.156,0
CUST04220,65,Male,Suburban,28,Month-to-Month,114.57,10.01,63.0,4,1,1,Credit Card,1,0.008,0
CUST04221,49,Male,Urban,12,Two Year,73.63,1.09,392.0,2,2,1,E-Wallet,1,0.037,0
CUST04222,74,Male,Suburban,27,Month-to-Month,27.63,4.46,498.0,1,4,3,E-Wallet,1,-1.0,0
CUST04223,71,Female,Urban,5,Month-to-Month,73.98,3.17,517.0,3,0,1,E-Wallet,0,0.142,1
CUST04224,53,Female,Urban,16,One Year,61.01,5.17,354.0,1,2,1,Credit Card,0,-0.571,1
CUST04225,50,Female,Urban,15,Month-to-Month,49.59,2.67,152.0,2,2,0,Bank Transfer,1,0.673,0
CUST04226,41,Male,Urban,19,Month-to-Month,69.68,2.54,,1,1,2,Credit Card,0,-0.013,0
CUST04227,56,Female,Urban,30,Month-to-Month,62.05,8.57,478.0,2,0,1,Bank Transfer,0,,0
CUST04228,51,Female,Urban,32,Month-to-Month,59.32,8.2,390.0,3,2,0,Bank Transfer,0,-0.102,1
CUST04229,73,Female,Urban,29,Month-to-Month,62.45,,574.0,3,0,0,Bank Transfer,1,0.433,0
CUST04230,45,Female,Urban,14,One Year,35.63,4.88,411.0,5,1,2,Bank Transfer,0,-0.075,0
CUST04231,54,Male,Urban,40,One Year,82.92,4.54,257.0,4,1,1,E-Wallet,1,-0.089,0
CUST04232,24,Female,Rural,12,One Year,61.56,0.23,576.0,1,2,4,Bank Transfer,1,-0.43,0
CUST04233,21,Female,Urban,35,Month-to-Month,71.61,5.54,506.0,4,2,0,Bank Transfer,1,-0.463,0
CUST04234,54,Male,Rural,28,Month-to-Month,43.36,4.07,293.0,1,0,1,E-Wallet,1,0.246,0
CUST04235,73,Male,Suburban,46,One Year,37.01,1.44,476.0,5,1,1,Credit Card,1,-0.649,0
CUST04236,18,Female,Suburban,57,Two Year,55.71,6.86,507.0,5,1,2,Credit Card,0,0.019,0
CUST04237,18,Male,Suburban,18,Month-to-Month,64.28,7.15,118.0,3,1,2,Bank Transfer,1,-0.532,0
CUST04238,64,Female,Suburban,13,Month-to-Month,54.73,10.76,477.0,3,1,0,E-Wallet,0,0.088,1
CUST04239,37,Male,Urban,25,Month-to-Month,67.15,2.17,563.0,3,2,1,Bank Transfer,0,-0.122,0
CUST04240,36,Male,Suburban,10,Month-to-Month,11.18,3.21,318.0,1,1,3,Credit Card,0,0.467,1
CUST04241,46,Female,Suburban,69,One Year,115.09,9.46,394.0,4,1,3,Cash,0,0.027,0
CUST04242,27,Male,Suburban,10,Month-to-Month,45.85,1.52,47.0,4,1,3,E-Wallet,1,-0.207,0
CUST04243,35,Female,Suburban,36,One Year,36.03,6.37,437.0,3,0,2,E-Wallet,0,-0.052,0
CUST04244,45,Male,Urban,16,Month-to-Month,93.59,19.3,474.0,5,0,1,Bank Transfer,0,0.537,0
CUST04245,52,Female,Suburban,25,Month-to-Month,35.93,4.22,585.0,4,3,0,Bank Transfer,0,-0.49,0
CUST04246,60,Male,Suburban,64,Two Year,70.05,16.47,,5,2,5,Cash,1,-0.751,1
CUST04247,64,Male,Urban,34,Month-to-Month,35.93,2.9,135.0,3,1,4,Bank Transfer,1,-0.089,1
CUST04248,48,Male,Urban,19,Month-to-Month,57.4,0.66,517.0,1,1,3,Credit Card,1,-0.843,0
CUST04249,44,Male,Suburban,30,Two Year,57.71,0.77,323.0,2,1,3,Cash,1,-0.068,0
CUST04250,28,Male,Rural,42,Two Year,46.24,5.26,196.0,4,0,1,Bank Transfer,0,-0.062,1
CUST04251,66,Female,Urban,19,One Year,86.88,0.0,110.0,3,4,0,Credit Card,0,-0.831,0
CUST04252,66,Male,Suburban,12,Month-to-Month,100.43,4.34,549.0,3,0,0,Bank Transfer,1,1.0,0
CUST04253,55,Female,Urban,31,Month-to-Month,45.87,0.66,114.0,4,0,2,Credit Card,0,0.006,0
CUST04254,22,Female,Urban,70,Two Year,68.27,16.63,487.0,2,0,0,Bank Transfer,1,0.616,0
CUST04255,25,Female,Urban,2,Month-to-Month,32.0,0.71,364.0,1,0,1,E-Wallet,0,0.67,0
CUST04256,51,Male,Urban,64,Two Year,67.64,3.22,483.0,4,0,1,Bank Transfer,0,0.592,0
CUST04257,65,Female,Urban,6,Month-to-Month,85.53,4.43,309.0,1,1,1,Bank Transfer,1,0.148,0
CUST04258,69,Male,Urban,23,Month-to-Month,67.82,6.85,112.0,3,0,1,E-Wallet,1,-0.193,0
CUST04259,73,Female,Suburban,56,Two Year,,2.46,269.0,4,1,3,Cash,1,-0.36,0
CUST04260,29,Female,Suburban,19,Month-to-Month,58.6,10.86,319.0,1,0,3,Credit Card,0,-0.316,0
CUST04261,55,Female,Urban,24,Month-to-Month,52.96,2.62,174.0,5,0,0,Bank Transfer,1,0.159,1
CUST04262,18,Female,Urban,27,Month-to-Month,59.73,1.16,18.0,5,2,1,Cash,1,-0.386,1
CUST04263,48,Female,Urban,7,Month-to-Month,48.68,3.6,202.0,5,0,2,Credit Card,1,-0.166,1
CUST04264,21,Male,Suburban,30,Month-to-Month,69.33,4.29,,1,1,2,Credit Card,1,0.169,0
CUST04265,66,Female,Urban,14,Month-to-Month,35.0,2.83,466.0,5,0,1,Bank Transfer,1,0.053,1
CUST04266,62,Female,Urban,15,Month-to-Month,10.0,5.28,,3,2,2,Credit Card,1,-0.445,0
CUST04267,67,Male,Rural,10,One Year,91.64,2.18,291.0,1,1,2,Credit Card,1,-0.678,1
CUST04268,22,Male,Suburban,29,Month-to-Month,63.54,0.02,151.0,3,0,2,Bank Transfer,0,0.228,0
CUST04269,47,Male,Urban,11,Two Year,67.96,1.23,198.0,2,0,0,Credit Card,0,0.262,0
CUST04270,73,Female,Urban,13,Month-to-Month,46.27,11.67,198.0,1,1,3,E-Wallet,1,-0.34,1
CUST04271,41,Female,Urban,48,One Year,54.24,5.76,,5,1,1,Credit Card,1,0.152,0
CUST04272,20,Female,Suburban,24,Month-to-Month,38.35,0.84,179.0,5,1,4,Credit Card,1,-0.102,1
CUST04273,28,Female,Suburban,63,One Year,94.43,0.28,217.0,2,0,0,E-Wallet,0,0.535,0
CUST04274,62,Female,Urban,42,Two Year,52.45,1.73,319.0,4,2,4,Bank Transfer,0,-0.147,0
CUST04275,21,Female,Suburban,31,Two Year,26.38,,22.0,2,1,1,E-Wallet,0,0.286,0
CUST04276,43,Male,Urban,47,One Year,81.89,0.45,83.0,5,2,1,Bank Transfer,0,0.417,0
CUST04277,44,Male,Urban,9,Month-to-Month,93.38,3.14,325.0,5,1,2,Credit Card,0,0.001,1
CUST04278,63,Female,Urban,27,Two Year,60.44,1.29,328.0,4,0,0,Credit Card,1,-0.078,0
CUST04279,71,Female,Urban,28,Two Year,102.74,5.18,329.0,2,1,1,E-Wallet,0,-0.172,0
CUST04280,60,Female,Urban,52,Two Year,72.36,0.0,472.0,3,0,2,Bank Transfer,0,0.039,0
CUST04281,44,Female,Urban,9,Month-to-Month,61.87,1.3,477.0,2,0,3,Cash,1,-0.218,1
CUST04282,59,Female,Urban,17,Two Year,62.7,4.55,234.0,3,1,5,E-Wallet,1,-1.0,0
CUST04283,68,Male,Urban,30,Month-to-Month,77.48,3.17,555.0,5,0,1,Credit Card,1,0.342,0
CUST04284,67,Male,Suburban,9,Month-to-Month,91.94,6.04,587.0,5,0,0,E-Wallet,1,0.313,0
CUST04285,23,Female,Urban,25,Month-to-Month,78.01,0.69,118.0,2,0,2,Credit Card,0,0.966,0
CUST04286,32,Male,Urban,24,Month-to-Month,71.52,3.03,39.0,5,1,1,Bank Transfer,1,0.74,0
CUST04287,70,Female,Suburban,62,One Year,66.78,0.87,259.0,4,2,0,Bank Transfer,0,0.072,0
CUST04288,47,Female,Suburban,69,Two Year,82.53,4.08,5.0,1,0,0,Credit Card,0,0.525,0
CUST04289,59,Female,Suburban,51,One Year,49.07,0.56,310.0,3,1,3,Credit Card,1,-0.432,0
CUST04290,54,Male,Urban,34,One Year,27.28,0.64,65.0,5,4,2,Bank Transfer,1,,1
CUST04291,54,Male,Urban,17,Month-to-Month,69.64,1.59,373.0,3,0,3,Bank Transfer,1,0.103,0
CUST04292,59,Female,Suburban,21,One Year,,2.06,145.0,2,1,1,Credit Card,0,0.058,1
CUST04293,54,Male,Suburban,19,Month-to-Month,27.68,2.76,233.0,4,0,1,Bank Transfer,0,-0.058,0
CUST04294,52,Male,Urban,16,Two Year,105.47,3.48,28.0,3,1,0,Bank Transfer,1,0.218,0
CUST04295,40,Female,Rural,16,One Year,10.0,2.53,593.0,5,0,0,Bank Transfer,0,-0.248,0
CUST04296,23,Male,Urban,68,One Year,80.61,,469.0,1,0,1,Bank Transfer,1,1.0,0
CUST04297,21,Male,Rural,19,Month-to-Month,38.13,,360.0,4,0,8,E-Wallet,0,0.479,0
CUST04298,35,Female,Rural,63,Two Year,44.94,0.25,594.0,2,0,0,Cash,1,0.831,0
CUST04299,26,Female,Suburban,6,Month-to-Month,75.8,0.5,584.0,5,1,1,Cash,1,-0.51,0
CUST04300,66,Male,Rural,31,Month-to-Month,123.19,0.39,354.0,4,3,0,Credit Card,1,-1.0,1
CUST04301,46,Female,Suburban,55,One Year,82.53,0.69,25.0,5,1,4,Bank Transfer,0,-0.04,0
CUST04302,30,Male,Urban,31,Month-to-Month,39.51,6.7,289.0,2,1,1,Bank Transfer,0,-0.122,0
CUST04303,64,Female,Urban,46,Two Year,63.86,3.95,70.0,2,2,1,E-Wallet,1,0.489,0
CUST04304,69,Female,Urban,6,Month-to-Month,57.79,2.83,88.0,1,1,0,Bank Transfer,0,0.301,0
CUST04305,34,Female,Urban,27,Month-to-Month,13.17,5.27,,4,1,1,Bank Transfer,1,-0.016,0
CUST04306,62,Female,Suburban,6,Two Year,66.44,13.0,26.0,1,0,3,Bank Transfer,0,0.742,0
CUST04307,49,Male,Urban,32,Month-to-Month,48.18,2.16,288.0,1,0,1,Credit Card,1,0.323,0
CUST04308,65,Female,Urban,8,Month-to-Month,83.48,1.83,574.0,1,0,2,Bank Transfer,1,,1
CUST04309,39,Female,Suburban,33,Month-to-Month,57.29,15.23,530.0,3,0,1,Credit Card,1,0.667,0
CUST04310,21,Female,Rural,15,Month-to-Month,103.66,5.9,483.0,2,1,0,Credit Card,1,-0.221,1
CUST04311,22,Male,Urban,15,One Year,73.81,6.0,433.0,1,0,2,Credit Card,0,0.607,0
CUST04312,54,Male,Urban,30,Month-to-Month,,3.66,492.0,3,0,1,Credit Card,0,0.476,0
CUST04313,58,Female,Urban,46,Two Year,114.13,2.83,277.0,3,2,2,Credit Card,1,-0.668,0
CUST04314,66,Female,Suburban,51,One Year,,3.2,345.0,3,1,1,Bank Transfer,0,0.783,0
CUST04315,30,Female,Urban,30,Month-to-Month,106.1,4.22,578.0,1,0,1,Cash,0,0.067,0
CUST04316,51,Female,Suburban,32,One Year,36.73,1.89,237.0,3,0,1,E-Wallet,0,-0.404,0
CUST04317,62,Female,Urban,70,One Year,14.56,6.1,136.0,1,1,2,Credit Card,0,-0.361,0
CUST04318,39,Female,Urban,27,Month-to-Month,70.61,9.6,162.0,4,1,2,Credit Card,1,-0.464,1
CUST04319,70,Male,Rural,7,Month-to-Month,95.01,3.39,292.0,2,0,3,Bank Transfer,0,0.228,0
CUST04320,40,Female,Urban,27,Month-to-Month,36.33,1.92,27.0,5,0,1,E-Wallet,1,0.899,0
CUST04321,68,Female,Urban,67,One Year,54.02,4.76,255.0,1,1,3,Credit Card,0,-0.001,0
CUST04322,20,Female,Urban,48,One Year,23.1,0.8,264.0,2,0,2,Bank Transfer,0,0.834,0
CUST04323,59,Female,Urban,17,Month-to-Month,64.21,13.84,563.0,1,1,1,Bank Transfer,0,0.427,0
CUST04324,51,Female,Suburban,32,One Year,64.7,4.29,480.0,4,0,1,Cash,1,-0.817,0
CUST04325,49,Female,Urban,53,One Year,80.23,0.28,400.0,2,1,1,Bank Transfer,0,0.36,0
CUST04326,62,Male,Urban,30,One Year,52.46,3.02,459.0,2,1,3,E-Wallet,0,-0.332,1
CUST04327,68,Male,Urban,69,One Year,58.37,5.55,565.0,3,1,0,Credit Card,0,0.255,0
CUST04328,66,Male,Suburban,8,Month-to-Month,80.71,1.3,132.0,1,2,1,Credit Card,1,-0.273,1
CUST04329,38,Male,Suburban,14,Two Year,70.39,,190.0,1,3,0,Bank Transfer,0,0.664,0
CUST04330,63,Male,Suburban,13,One Year,75.12,2.69,123.0,5,1,1,E-Wallet,1,0.174,0
CUST04331,61,Male,Suburban,64,Two Year,86.31,7.17,430.0,3,1,0,E-Wallet,1,0.284,0
CUST04332,38,Female,Urban,7,Month-to-Month,83.33,1.16,217.0,3,3,1,Bank Transfer,0,-0.069,1
CUST04333,61,Female,Urban,7,Month-to-Month,117.75,5.05,402.0,5,1,0,Credit Card,0,-0.546,0
CUST04334,28,Female,Urban,7,Month-to-Month,76.12,2.1,321.0,3,3,1,Bank Transfer,1,-0.067,0
CUST04335,56,Female,Urban,20,Month-to-Month,76.2,0.25,300.0,3,0,0,E-Wallet,0,0.214,1
CUST04336,21,Female,Urban,47,One Year,57.4,1.45,70.0,4,1,2,E-Wallet,0,-0.327,0
CUST04337,68,Female,Suburban,14,Month-to-Month,66.57,1.51,213.0,2,0,4,Cash,1,0.428,0
CUST04338,18,Male,Suburban,11,Two Year,,9.4,544.0,5,0,1,Credit Card,1,-0.345,0
CUST04339,45,Female,Rural,47,One Year,49.54,16.01,373.0,4,2,2,E-Wallet,0,0.076,0
CUST04340,41,Male,Urban,37,One Year,93.21,0.94,335.0,4,0,1,Credit Card,1,0.187,0
CUST04341,52,Male,Suburban,26,Month-to-Month,26.23,2.25,170.0,4,0,0,Credit Card,0,0.26,0
CUST04342,30,Female,Suburban,32,Two Year,99.91,15.04,343.0,3,0,2,Credit Card,1,-0.698,0
CUST04343,64,Female,Suburban,71,Two Year,57.49,2.09,455.0,5,1,2,E-Wallet,1,0.31,0
CUST04344,51,Female,Urban,64,One Year,42.28,1.72,409.0,3,0,1,Cash,1,0.349,0
CUST04345,28,Female,Urban,28,Month-to-Month,58.09,0.47,300.0,3,0,1,Credit Card,1,0.063,0
CUST04346,53,Female,Urban,32,Month-to-Month,79.76,5.6,495.0,4,0,1,E-Wallet,1,-0.121,0
CUST04347,68,Female,Urban,24,Month-to-Month,67.2,2.37,290.0,1,3,4,Credit Card,1,-0.337,1
CUST04348,34,Female,Suburban,6,Month-to-Month,112.77,4.07,436.0,5,0,2,Bank Transfer,0,0.339,1
CUST04349,52,Male,Urban,10,Month-to-Month,75.88,2.85,101.0,5,1,1,E-Wallet,0,0.002,0
CUST04350,35,Female,Urban,55,One Year,77.76,0.77,9.0,4,0,2,Bank Transfer,1,-0.195,0
CUST04351,57,Female,Suburban,45,One Year,78.49,0.78,40.0,4,0,1,Credit Card,0,0.371,0
CUST04352,39,Male,Suburban,29,Month-to-Month,68.46,11.24,,2,0,1,Cash,1,0.347,1
CUST04353,74,Female,Urban,34,Month-to-Month,58.88,8.81,125.0,4,0,2,Bank Transfer,0,0.726,0
CUST04354,41,Female,Suburban,61,Two Year,67.55,3.77,382.0,3,1,0,Cash,1,-0.429,0
CUST04355,36,Male,Urban,17,Month-to-Month,70.72,0.0,326.0,4,2,0,E-Wallet,1,-0.486,1
CUST04356,54,Female,Urban,33,One Year,63.65,2.27,449.0,5,0,0,E-Wallet,1,1.0,0
CUST04357,56,Female,Urban,21,Month-to-Month,96.41,3.02,522.0,1,2,4,Bank Transfer,1,-0.323,1
CUST04358,38,Female,Suburban,31,Month-to-Month,93.83,2.39,531.0,1,4,2,Cash,1,-0.699,0
CUST04359,25,Female,Rural,9,Month-to-Month,35.4,10.39,272.0,3,0,2,E-Wallet,1,0.586,0
CUST04360,45,Female,Urban,55,One Year,89.22,0.17,501.0,1,0,0,Credit Card,0,1.0,0
CUST04361,22,Female,Suburban,17,Month-to-Month,64.52,4.26,486.0,4,0,3,E-Wallet,0,-0.315,1
CUST04362,34,Male,Urban,53,Two Year,57.38,1.51,226.0,1,3,0,E-Wallet,1,,0
CUST04363,54,Female,Suburban,9,Month-to-Month,82.74,3.28,,4,0,2,E-Wallet,1,0.183,1
CUST04364,53,Female,Urban,9,Month-to-Month,72.12,4.27,340.0,2,1,3,Credit Card,1,0.006,1
CUST04365,71,Male,Urban,35,One Year,42.59,2.33,271.0,5,0,1,Credit Card,1,0.274,0
CUST04366,36,Male,Suburban,7,Month-to-Month,85.17,0.64,394.0,3,3,1,E-Wallet,0,0.099,1
CUST04367,44,Female,Suburban,30,One Year,62.85,,123.0,2,1,2,Credit Card,1,0.333,0
CUST04368,70,Male,Urban,5,Month-to-Month,84.76,10.81,194.0,1,0,0,Credit Card,0,0.242,0
CUST04369,51,Female,Urban,17,Month-to-Month,64.64,3.07,582.0,3,1,5,Credit Card,1,-0.651,1
CUST04370,28,Female,Urban,27,One Year,85.1,0.52,172.0,4,2,1,E-Wallet,0,-0.347,0
CUST04371,71,Male,Urban,20,Two Year,88.68,6.95,202.0,2,1,1,Bank Transfer,0,-0.535,0
CUST04372,62,Female,Suburban,17,Month-to-Month,94.9,1.0,32.0,5,1,2,Bank Transfer,1,0.306,0
CUST04373,64,Female,Rural,68,Two Year,49.74,1.85,210.0,5,2,4,E-Wallet,1,-0.671,0
CUST04374,29,Male,Urban,31,Month-to-Month,110.69,2.24,50.0,2,1,0,Credit Card,0,0.009,0
CUST04375,71,Male,Urban,68,Two Year,61.45,1.66,406.0,2,2,2,Credit Card,1,0.169,1
CUST04376,38,Male,Suburban,67,One Year,35.07,2.07,,2,4,1,Credit Card,0,-0.427,1
CUST04377,71,Male,Urban,30,Month-to-Month,69.56,6.35,517.0,1,0,3,Cash,1,0.303,1
CUST04378,28,Female,Suburban,21,Month-to-Month,60.52,1.01,132.0,5,0,0,Bank Transfer,0,-0.018,0
CUST04379,56,Male,Urban,15,Month-to-Month,50.41,2.54,95.0,5,0,2,Bank Transfer,1,0.394,0
CUST04380,45,Male,Suburban,34,Month-to-Month,66.29,0.08,423.0,1,2,2,E-Wallet,1,-0.618,1
CUST04381,22,Male,Suburban,27,Month-to-Month,83.8,2.83,81.0,3,2,1,Credit Card,0,-0.052,0
CUST04382,34,Male,Suburban,56,One Year,73.38,0.47,314.0,5,0,2,E-Wallet,1,-0.323,0
CUST04383,73,Male,Suburban,17,Two Year,98.35,1.33,279.0,3,0,0,Credit Card,1,0.783,0
CUST04384,37,Female,Urban,5,Month-to-Month,61.97,1.57,85.0,3,1,0,Bank Transfer,1,0.13,1
CUST04385,58,Male,Suburban,27,Month-to-Month,75.63,0.34,365.0,3,1,2,Credit Card,0,-0.055,0
CUST04386,63,Female,Suburban,12,One Year,71.23,1.79,365.0,5,0,2,Credit Card,1,0.356,0
CUST04387,29,Male,Urban,34,Two Year,111.5,2.76,92.0,4,0,1,Bank Transfer,0,0.204,0
CUST04388,23,Male,Urban,17,Month-to-Month,39.63,2.26,70.0,3,3,3,Credit Card,0,-0.573,0
CUST04389,34,Male,Urban,21,Month-to-Month,50.87,1.32,325.0,4,0,5,E-Wallet,1,0.567,0
CUST04390,68,Male,Urban,23,Month-to-Month,117.04,1.4,506.0,1,1,0,Credit Card,0,0.473,1
CUST04391,36,Male,Urban,33,Month-to-Month,59.45,4.02,325.0,4,0,4,E-Wallet,1,0.385,0
CUST04392,43,Male,Suburban,15,Month-to-Month,25.68,5.07,190.0,4,1,1,Credit Card,1,0.101,1
CUST04393,65,Male,Urban,14,Month-to-Month,114.62,3.44,213.0,2,0,2,Credit Card,1,0.073,1
CUST04394,61,Male,Rural,9,Month-to-Month,40.72,14.95,46.0,3,0,1,E-Wallet,0,,0
CUST04395,61,Female,Urban,45,One Year,,11.59,88.0,5,2,0,Bank Transfer,1,-0.564,0
CUST04396,69,Male,Urban,29,Month-to-Month,91.94,0.41,226.0,2,4,0,Credit Card,0,0.014,0
CUST04397,49,Female,Urban,23,Month-to-Month,87.52,1.21,396.0,4,0,0,Bank Transfer,1,0.585,0
CUST04398,23,Male,Urban,34,Month-to-Month,43.1,8.11,216.0,1,1,3,Credit Card,1,0.373,0
